CST1;CST2;CST3;CST4;CST5;CST6;CST7;Shareable Sample Name;Acinetobacter johnsonii;Acinetobacter lwoffii;Anaerococcus unclassified;Corynebacteriaceae unclassified;Corynebacterium kroppenstedtii;Corynebacterium tuberculostearicum;Corynebacterium tuberculostearicum C<0.8;Corynebacterium unclassified;Corynebacterium unclassified C<0.8;Dolosigranulum unclassified;Enterobacteriaceae unclassified C<0.8;Averyella C<0.8;Erwinia C<0.8;Leclercia C<0.8;Klebsiella C<0.8;Proteus unclassified;Proteus vulgaris;Proteus vulgaris C<0.8;Raoultella C<0.8;Serratia marcescens;unclassified Escherichia;Finegoldia unclassified;Moraxella unclassified;Moraxellaceae unclassified;Moraxellaceae unclassified C<0.8;Peptoniphilus asaccharolyticus;Propionibacterium acnes;Propionibacterium granulosum;Pseudomonas unclassified;Psychrobacter unclassified;Simonsiella unclassified;Simonsiella unclassified C<0.8;Staphylococcus aprophyticus C<0.8;Staphylococcus aureus;Staphylococcus aureus C<0.8;Staphylococcus auricularis C<0.8;Staphylococcus capitis C<0.8;Staphylococcus caprae C<0.8;Staphylococcus epidermidis;Staphylococcus epidermidis C<0.8;Staphylococcus haemolyticus C<0.8;Staphylococcus hominis C<0.8;Staphylococcus lugdunensis;Staphylococcus lugdunensis C<0.8;Staphylococcus pasteuri C<0.8;Staphylococcus pettenkoferi C<0.8;Staphylococcus warneri C<0.8;Stenotrophomonas unclassified;Streptococcus unclassified;Streptococcus unclassified C<0.8
0;0;0;1;0;0;0;GWU_84;10;0;1;8;0;8;15;277;31;12;0;0;3;0;0;0;0;0;0;0;0;3;0;5;0;6;160;16;0;0;0;0;21;0;1;0;6;30;327;94;9;7;0;2;25;4;50;0;16;11
0;0;0;1;0;0;0;GWU_85;0;1;17;9;0;5;19;343;34;121;0;0;17;7;8;0;0;0;1;0;0;2;0;340;181;21;134;2;0;0;0;0;0;0;1;0;1;0;27;5;0;1;0;2;2;1;0;0;8;9
0;0;0;1;0;0;0;GWU_86;2;0;6;0;0;0;2;275;19;309;5;0;0;0;0;0;0;0;3;0;0;3;377;225;367;6;87;2;0;0;0;1;0;0;2;0;0;0;1;0;0;0;0;0;1;0;0;0;2;0
0;0;0;1;0;0;0;GWU_87;0;0;0;0;0;13;12;194;52;47;0;0;0;0;0;0;0;0;0;0;0;0;139;0;0;1;0;1;0;0;0;1;0;0;0;0;4;1;23;25;0;0;0;0;0;1;0;0;150;118
0;0;0;1;0;0;0;GWU_88;3;4;0;0;10;1;4;100;23;0;0;0;0;0;0;0;0;0;0;0;11;1;1;1;0;5;128;1;1;0;0;0;0;176;107;33;4;3;134;66;3;5;0;6;12;1;19;0;218;142
0;0;0;1;0;0;0;GWU_89;3;0;1;2;46;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;63;0;0;0;0;0;7;0;1;0;1;0;19;8;7;16;0;1;0;1;2;0;7;0
0;0;0;1;0;0;0;GWU_90;0;10;36;2;0;14;34;492;100;0;0;0;0;2;0;0;0;0;0;0;0;35;17;2;0;51;77;6;0;0;1;5;0;15;45;10;36;10;147;118;3;3;0;0;5;7;13;0;31;14
0;0;0;1;0;0;0;GWU_91;0;3;26;0;0;5;38;409;85;1;1;0;17;1;8;0;0;0;0;0;0;18;376;0;0;0;51;11;0;0;1;43;1;1;3;0;71;10;207;77;26;6;0;4;7;7;19;202;3;5
0;0;0;1;0;0;0;GWU_92;12;1;3;42;9;3;8;242;34;0;0;0;3;0;2;0;0;0;0;0;1;0;0;0;0;2;312;5;0;0;117;198;0;0;0;0;8;9;68;77;3;32;0;10;2;1;34;12;55;53
0;0;0;1;0;0;0;GWU_93;1;3;12;12;0;16;14;559;119;423;0;0;2;0;0;0;0;0;0;0;0;0;0;7;0;0;183;0;0;0;0;0;2;0;3;0;17;13;305;211;4;11;0;1;24;5;46;12;27;17
0;0;0;1;0;0;0;GWU_94;1;0;1;16;6;5;21;86;27;0;0;0;2;0;1;0;0;0;0;0;3;3;0;0;0;0;170;0;2;0;0;0;0;3;8;1;6;0;42;27;1;4;0;2;20;0;8;2;2;0
0;0;0;1;0;0;0;GWU_95;0;0;21;11;0;3;11;215;47;0;0;0;0;0;0;0;0;0;0;0;0;24;0;0;0;30;654;30;0;0;9;28;0;22;32;5;5;4;40;69;5;3;0;3;4;3;14;4;3;2
0;0;0;1;0;0;0;GWU_96;0;0;0;5;0;1;5;105;26;183;97;0;1;0;0;497;0;173;0;0;0;4;492;0;8;8;2;0;0;0;0;4;3;0;0;0;0;0;8;3;0;0;0;0;1;0;1;0;2;2
0;0;0;1;0;0;0;GWU_97;0;0;0;0;0;0;2;9;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;8;0;0;0;1;13;4;0;1;0;1;0;7;4;1;0;0;0;0;0;0;0;2;0
0;0;0;1;0;0;0;GWU_98;0;616;0;0;0;2;0;24;3;34;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;5;0;0;416;0;0;0;0;0;0;0;1;3;0;0;0;0;0;0;0;1;0;0;0
0;0;0;1;0;0;0;GWU_99;1;1;1;13;1;9;34;456;123;172;0;0;3;0;2;0;0;0;0;0;0;0;0;6;0;1;121;1;0;0;0;2;2;3;3;0;12;5;270;167;5;63;0;19;6;5;34;14;25;10
0;0;0;1;0;0;0;GWU_100;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;15;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;1;0;0;0
0;0;0;1;0;0;0;GWU_101;0;0;0;3;0;0;0;0;0;0;0;0;0;1;0;0;1;1;0;0;0;0;0;0;0;0;62;1;1;0;0;0;0;0;0;0;0;0;21;2;1;0;0;1;0;0;0;0;0;1
0;0;0;1;0;0;0;GWU_102;1;1;2;0;0;0;2;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;129;1;0;0;0;0;0;56;51;9;5;6;37;13;5;0;0;1;2;2;1;0;0;1
0;0;0;1;0;0;0;GWU_103;0;1;3;0;2;0;12;45;15;0;0;2;88;0;0;0;0;0;26;0;0;2;0;7;0;12;58;2;0;0;0;6;1;0;1;0;9;4;59;26;2;1;0;0;1;1;7;0;10;14
0;0;0;1;0;0;0;GWU_104;1;0;45;13;0;3;39;473;66;78;1;0;0;0;0;0;0;0;0;0;0;2;29;0;0;27;302;21;0;0;0;0;0;0;4;0;9;5;230;103;8;10;0;2;13;0;18;0;0;0
0;0;0;1;0;0;0;GWU_105;16;2;28;90;66;19;161;650;169;0;0;0;0;0;0;0;0;0;0;0;1;71;0;0;0;56;608;24;0;0;7;78;2;1;10;0;50;50;1042;333;25;185;0;18;36;15;120;0;69;42
0;0;0;1;0;0;0;GWU_106;11;62;86;50;0;4;16;620;86;0;1;27;0;0;0;62;0;65;107;0;0;29;0;0;0;55;345;7;0;0;0;0;0;0;0;0;2;1;62;36;11;41;0;10;3;1;1;0;9;10
0;0;0;1;0;0;0;GWU_107;0;11;3;1;9;3;14;628;64;18;190;0;3;62;0;3;0;0;0;0;72;2;322;0;0;4;10;0;0;1;0;0;0;0;2;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0
0;0;0;1;0;0;0;GWU_108;0;0;9;11;0;2;15;365;76;30;0;0;297;284;121;0;0;0;0;0;0;1;29;0;0;7;0;2;0;0;0;0;0;0;1;0;2;2;103;52;1;0;0;1;4;3;8;0;0;0
0;0;0;1;0;0;0;GWU_109;0;0;0;1;0;4;9;116;20;0;0;0;36;5;8;0;0;0;0;0;0;0;8;0;0;0;56;4;0;0;0;0;6;0;0;0;1;0;24;20;0;2;0;0;0;2;2;273;0;0
0;0;0;1;0;0;0;GWU_110;0;0;0;0;0;0;0;9;3;21;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;652;0;0;0;2;1;0;0;30;5;140;147;3;0;0;0;23;6;17;0;2;0
0;0;0;1;0;0;0;GWU_111;0;0;4;2;0;5;12;359;95;86;0;0;0;0;0;0;0;0;0;0;0;0;768;0;0;0;43;1;0;0;0;0;2;0;0;0;7;8;148;108;5;1;0;5;4;2;29;0;0;1
0;0;0;1;0;0;0;GWU_112;0;0;0;1;5;1;5;31;10;1;0;0;2;1;1;0;0;0;0;0;1;0;0;0;0;0;55;0;0;0;0;5;0;1;2;0;7;1;3;2;0;0;11;7;0;0;0;54;0;0
0;0;0;1;0;0;0;GWU_113;0;0;9;2;0;5;14;393;92;5;467;0;150;0;120;0;0;0;0;0;2;2;0;0;0;4;1;1;0;0;0;0;0;0;0;0;2;0;4;8;0;18;0;8;0;0;0;0;0;0
0;0;0;1;0;0;0;GWU_114;0;0;25;7;0;18;39;722;174;209;0;0;134;0;0;0;0;0;0;0;0;3;0;0;0;35;26;3;1;0;0;0;3;2;5;0;72;21;630;615;32;12;0;3;49;26;75;4;0;0
0;0;0;1;0;0;0;GWU_115;0;0;0;1;0;23;33;1131;176;25;475;0;0;206;0;0;0;0;229;0;0;1;0;0;0;0;5;0;0;0;0;0;0;0;0;1;0;0;2;4;0;1;0;0;1;0;0;0;0;1
0;0;0;1;0;0;0;GWU_116;0;0;0;24;0;3;14;174;34;196;0;0;1;3;0;0;0;0;0;0;0;6;0;0;0;4;34;8;0;0;0;0;4;0;2;0;6;6;271;138;1;4;0;1;0;5;19;43;1;0
0;0;0;1;0;0;0;GWU_117;0;0;0;70;13;6;31;541;116;2;217;0;31;2;23;0;0;0;0;0;0;0;1;1;0;4;257;1;0;0;0;8;0;0;0;0;16;8;112;115;6;10;105;29;2;4;13;35;1;0
0;0;0;1;0;0;0;GWU_118;0;0;0;0;0;0;0;44;9;125;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;2367;0;0;0;0;0;0;1;0;14;13;0;0;4;1;1;0;1;0;3;3
0;0;0;1;0;0;0;GWU_119;0;0;23;8;5;5;28;123;52;0;17;0;61;19;18;0;0;0;3;0;0;3;0;0;0;14;542;7;0;0;2;7;0;0;0;0;10;7;114;81;1;15;0;7;8;7;20;508;10;6
0;0;0;1;0;0;0;GWU_120;0;0;2;135;0;9;28;113;217;24;0;0;16;6;8;0;0;0;0;0;0;0;442;2;0;1;68;0;0;0;0;0;1;83;51;22;3;9;85;20;2;3;0;1;1;1;3;124;1;1
0;0;0;1;0;0;0;GWU_121;0;0;41;41;8;3;15;285;44;145;21;0;0;3;1;0;0;0;0;0;0;4;0;0;0;16;192;3;0;0;1;15;1;176;63;10;3;4;81;20;6;9;0;2;4;1;10;0;0;0
0;0;0;1;0;0;0;GWU_122;0;0;12;9;0;6;21;59;14;4;0;0;0;0;0;0;0;0;0;0;0;1;49;0;0;10;193;3;0;0;0;0;1;0;0;0;1;2;41;19;0;2;8;2;0;0;2;0;3;0
0;0;0;1;0;0;0;GWU_123;0;0;34;19;0;7;18;444;73;30;0;0;0;0;0;0;0;0;0;0;1;2;0;47;29;1;183;18;0;0;0;0;3;4;4;0;10;29;435;127;6;11;6;7;8;10;43;0;2;2
0;0;0;1;0;0;0;GWU_124;0;0;57;45;0;3;24;449;50;38;0;0;0;0;0;0;0;0;0;0;0;146;0;0;0;117;45;15;0;0;0;0;0;1;2;0;7;15;217;89;9;9;87;26;21;4;13;0;5;4
0;0;0;1;0;0;0;GWU_125;0;0;16;0;1;6;18;300;51;414;0;0;1;0;0;0;0;0;0;0;1545;9;0;0;0;14;25;2;0;0;0;1;0;0;0;0;5;0;29;25;1;0;0;0;1;0;5;0;0;1
0;0;0;1;0;0;0;GWU_126;0;0;0;0;0;0;0;0;0;0;6;39;4;0;0;0;0;0;19;0;0;0;0;0;0;0;0;0;929;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6;0;0
0;0;0;1;0;0;0;GWU_127;2466;0;2;0;0;7;10;468;57;29;0;0;0;0;0;0;0;0;0;0;0;0;48;0;0;1;0;0;0;0;0;0;0;0;3;0;5;5;207;54;1;5;0;2;4;1;15;0;0;0
0;0;0;1;0;0;0;GWU_128;0;0;44;10;20;10;27;518;84;0;0;0;0;0;0;0;0;0;0;0;0;8;0;1;0;1;80;20;0;0;3;27;5;1;1;0;20;9;206;215;7;66;37;19;5;8;20;23;10;6
0;0;0;1;0;0;0;GWU_129;0;0;67;5;0;13;27;528;133;411;0;0;1;0;1;0;0;0;0;0;1;9;0;1;0;31;64;6;0;0;6;4;0;0;2;0;21;5;194;133;4;21;0;0;3;11;34;21;0;0
0;0;0;0;1;0;0;GWU_130;0;0;0;0;0;2;22;547;63;0;0;0;0;0;0;0;0;0;0;0;0;0;0;35;0;2;74;0;0;0;0;0;0;0;2;1;17;8;284;129;5;29;0;1;20;10;61;0;2;18
0;0;0;0;1;0;0;GWU_131;0;0;7;1;2;11;37;698;91;0;0;0;0;0;0;0;0;0;0;0;6;0;39;1;0;18;155;12;0;0;5;55;1;0;0;2;7;7;183;62;0;6;0;4;15;2;15;0;2;0
0;0;0;0;1;0;0;GWU_132;0;0;12;2;0;44;51;1233;229;121;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;8;0;0;1;0;0;0;3;0;23;15;140;60;2;5;0;4;4;2;17;0;8;1
0;0;0;0;1;0;0;GWU_133;0;0;0;0;0;1;1;48;3;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;10;0;0;0;1;8;0;0;0;0;0;0;16;6;4;0;1;0;0;0;0;0;0;0
0;0;0;0;1;0;0;GWU_134;15;3;2;0;17;0;4;1120;72;212;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;109;0;0;0;0;8;2;4;1;1;2;2;45;14;11;12;0;1;1;0;5;0;20;12
0;0;0;0;1;0;0;GWU_135;0;0;10;0;1;21;17;583;130;1;118;0;4;64;1;0;0;0;1;0;0;24;0;3;0;8;47;7;1;0;0;1;2;4;1;2;7;3;97;73;28;17;0;0;3;4;8;34;2;1
0;0;0;0;1;0;0;GWU_136;0;0;5;0;0;14;37;624;275;0;0;0;3;7;0;0;0;0;0;0;0;4;0;0;0;3;50;2;0;0;1;20;1;0;0;0;13;7;111;17;2;5;0;3;2;2;88;41;0;0
0;0;0;0;1;0;0;GWU_137;0;0;0;0;0;28;54;1099;256;135;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;1;4;0;2;1;1;1;0;3;1;3;2;0;1;1;0;0;0;3;2
0;0;0;0;1;0;0;GWU_138;0;0;9;2;0;73;118;4097;620;641;4;0;0;0;0;0;0;0;0;0;1;0;383;0;0;26;22;7;0;0;0;0;1;0;0;0;10;9;327;119;9;18;0;2;22;4;38;0;6;4
0;0;0;0;1;0;0;GWU_139;0;0;1;9;0;25;46;1071;188;222;0;0;1;0;0;0;0;0;0;0;1;1;0;0;0;6;16;2;0;0;1;8;0;1;0;0;11;1;61;29;2;0;0;0;0;0;6;1;5;1
0;0;0;0;1;0;0;GWU_140;0;0;6;2;0;25;52;1376;292;8;0;0;0;0;0;0;0;0;0;0;0;5;12;0;0;6;5;0;0;0;0;0;0;0;8;0;8;17;327;71;4;4;1;0;11;3;30;0;0;0
0;0;0;0;1;0;0;GWU_141;0;0;0;3;0;49;115;3078;528;50;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;10;2;0;2;0;0;0;2;0;0;1;1;61;17;0;2;0;3;1;1;4;0;0;0
0;0;0;0;1;0;0;GWU_142;0;0;11;4;0;8;33;595;120;62;0;0;0;0;0;0;0;0;0;0;0;6;0;1;0;19;99;4;0;0;2;5;0;0;0;0;3;9;78;38;1;28;0;5;1;3;8;0;0;3
0;0;0;0;1;0;0;GWU_143;0;1;39;9;117;67;61;1200;200;0;0;0;0;0;0;0;0;0;0;0;0;24;0;0;0;38;150;9;0;0;30;149;0;0;0;0;16;15;84;117;1;8;0;0;7;4;16;0;24;25
0;0;0;0;1;0;0;GWU_144;0;0;0;0;0;29;55;1673;281;56;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;6;2;0;0;0;2;0;0;0;0;2;2;17;9;0;0;0;0;0;0;3;0;2;0
0;0;0;0;1;0;0;GWU_145;0;0;7;3;1;10;31;448;121;0;0;0;0;0;0;0;0;0;0;0;1;4;0;0;0;6;14;3;0;0;0;3;0;0;0;0;24;7;148;136;2;21;0;6;7;6;15;0;1;1
0;0;0;0;1;0;0;GWU_146;0;0;11;65;6;5;28;1241;142;0;0;0;11;6;2;0;0;0;0;0;0;0;0;0;0;9;267;14;0;0;10;110;0;0;2;0;14;7;153;69;11;2;0;2;6;5;18;60;3;0
0;0;0;0;1;0;0;GWU_147;0;1;21;15;0;14;44;992;155;74;0;0;3;0;2;0;0;0;0;0;0;3;0;0;0;11;70;12;0;0;0;0;0;1;2;0;15;20;471;373;7;4;0;3;10;7;60;13;2;7
0;0;0;0;1;0;0;GWU_148;0;0;2;0;0;25;96;1896;351;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;2;6;14;0;0;1;7;6;1;1;0;62;18;538;259;4;31;0;4;5;7;39;0;5;2
0;0;0;0;1;0;0;GWU_149;0;0;0;1;0;19;21;835;175;154;0;0;2;0;1;0;0;0;0;0;0;4;0;0;0;2;62;5;0;0;3;1;0;0;0;0;9;1;38;24;1;6;0;3;0;1;52;13;0;8
0;0;0;0;0;1;0;GWU_150;19;0;11;0;1;0;4;55;10;177;7;0;0;0;0;0;0;0;0;0;1;6;643;0;0;16;66;8;0;0;1;24;0;0;0;0;8;4;129;35;5;3;0;0;0;1;15;0;0;4
0;0;0;0;0;1;0;GWU_151;0;0;0;0;0;0;0;52;6;68;0;0;1;2;3;0;0;0;0;0;0;0;1190;0;0;0;1;0;0;0;0;0;1;398;195;54;1;1;7;2;3;0;0;2;7;0;0;35;0;2
0;0;0;0;0;1;0;GWU_152;2;0;7;0;0;0;3;166;16;714;0;0;0;0;0;0;0;0;0;0;0;2;753;0;0;23;1;0;1;0;0;1;0;0;1;0;3;5;61;24;0;3;0;0;7;1;6;0;23;4
0;0;0;0;0;1;0;GWU_153;83;3;1;1;6;0;0;54;4;172;0;0;0;0;0;0;0;0;0;0;0;0;455;0;0;3;17;3;2;0;1;8;0;0;0;1;1;1;44;30;0;0;0;1;2;1;4;0;31;4
0;0;0;0;0;1;0;GWU_154;0;0;2;2;3;2;4;163;13;443;0;0;0;0;0;0;0;0;0;0;0;3;902;0;0;7;22;0;0;0;1;11;0;0;0;0;1;0;6;6;1;0;0;0;0;1;0;0;1;0
0;0;0;0;0;1;0;GWU_155;0;0;0;0;0;0;1;4;0;230;0;0;0;0;0;0;0;0;0;0;0;0;873;0;0;0;1;0;0;0;1;0;0;199;163;14;0;0;0;2;1;0;0;0;1;1;0;0;0;0
0;0;0;0;0;1;0;GWU_156;0;0;2;13;5;2;4;62;7;279;0;0;2;0;3;0;1;0;0;0;0;0;557;1;0;1;13;4;0;0;0;3;0;73;73;12;3;1;20;32;2;2;0;1;5;2;11;2;0;0
0;0;0;0;0;1;0;GWU_157;0;0;4;0;0;0;0;7;2;158;0;0;0;0;0;0;0;0;0;0;0;0;622;0;0;0;8;0;0;0;0;0;0;3;1;2;0;2;1;1;0;0;0;0;0;0;0;15;0;0
0;0;0;0;0;1;0;GWU_158;0;0;0;0;0;1;1;46;3;912;0;0;0;0;0;0;0;0;0;0;0;0;1579;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0
0;0;0;0;0;1;0;GWU_159;0;0;1;1;19;4;4;72;19;156;0;0;0;0;0;0;0;0;0;0;0;0;686;3;1;1;25;3;0;0;21;97;1;0;0;0;0;0;7;4;1;2;11;1;0;0;4;0;0;0
0;0;0;0;0;0;1;GWU_160;0;1;29;0;4;4;10;591;54;570;0;0;0;0;0;0;0;0;0;0;0;15;528;0;0;20;134;5;0;0;2;5;0;2;0;0;4;2;71;27;0;5;0;4;0;2;4;0;1;0
0;0;0;0;0;0;1;GWU_161;0;0;2;0;0;0;5;5;2;103;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;17;6;0;2;0;3;0;0;0;0;0;0;1;4;2;0;0;0;1;1;0;0;0;8
0;0;0;0;0;0;1;GWU_162;0;0;0;0;0;0;1;42;6;1225;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;23;0;0;0;0;2;0;1;0;0;4;2;55;40;0;6;0;0;0;2;12;0;3;1
0;0;0;0;0;0;1;GWU_163;13;0;1;16;0;2;3;169;44;848;5;0;18;5;3;0;0;0;0;0;0;52;0;14;0;95;12;0;1;0;4;0;0;0;0;0;36;0;102;74;12;4;0;0;6;3;10;145;9;3
0;0;0;0;0;0;1;GWU_164;0;0;0;0;1;0;0;113;16;1366;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;19;3;0;0;0;0;0;0;0;1;0;0;3;1;0;0;0;1;1;1;1;0;1;0
0;0;0;0;0;0;1;GWU_165;0;0;38;2;10;0;10;134;18;811;0;0;9;0;3;0;0;0;0;0;0;31;162;0;0;18;59;0;0;0;0;0;66;0;0;0;12;5;219;97;5;23;0;8;5;11;30;77;10;7
0;0;0;0;0;0;1;GWU_166;5;4;15;2;0;26;49;1666;270;1774;0;0;0;0;0;0;1;1;0;0;0;0;0;1;0;0;32;1;0;0;0;22;1;0;0;0;3;8;144;66;1;7;0;1;5;3;7;0;17;10
0;0;0;0;0;0;1;GWU_167;4;0;0;0;0;9;124;572;121;340;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;1;0;0;0;0;2;0;4;2;87;58;1;1;0;0;2;4;8;0;18;26
0;0;0;0;0;0;1;GWU_168;0;0;2;0;0;6;11;422;45;646;0;0;0;0;0;0;0;0;0;0;0;10;289;0;0;5;34;0;0;0;0;0;0;0;0;0;5;0;3;1;1;0;0;0;0;0;2;0;5;14
0;0;0;0;0;0;1;GWU_169;2;0;18;39;1;8;21;517;157;855;0;0;0;0;0;0;0;0;0;0;1;62;0;0;0;50;61;1;0;1;18;28;0;0;0;0;0;0;46;28;1;0;0;1;2;0;7;1;20;18
0;0;0;0;0;0;1;GWU_170;1;0;1;3;0;10;4;432;89;933;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;12;2;0;0;4;3;0;0;0;0;1;0;1;4;0;0;0;0;0;0;1;0;10;6
0;0;0;0;0;0;1;GWU_171;0;2;15;15;20;8;43;856;182;450;0;0;0;0;0;0;0;0;0;0;4;8;321;0;0;21;86;3;0;0;1;36;0;0;0;0;1;0;7;3;0;0;0;0;1;0;1;0;2;0
0;0;0;0;0;0;1;GWU_172;0;0;10;5;0;1;5;379;54;499;1;0;0;1;0;0;0;0;1;0;0;4;203;4;0;3;35;4;0;0;1;11;0;0;0;1;2;0;12;13;1;0;0;0;0;1;1;0;1;0
0;0;0;0;0;0;1;GWU_173;0;1;18;8;0;11;17;424;80;556;0;0;0;0;0;0;0;0;0;0;0;18;447;0;0;49;31;8;0;0;0;3;0;0;0;0;3;4;116;35;3;1;0;1;4;0;13;0;0;0
0;0;0;0;0;0;1;GWU_174;0;0;5;2;0;0;2;143;21;567;0;0;0;0;0;0;0;0;0;0;0;6;0;0;0;13;5;0;0;0;0;0;0;1;2;0;4;0;13;18;0;6;0;0;1;0;3;0;3;6
0;0;0;0;0;0;1;GWU_175;0;0;8;0;13;14;29;552;161;653;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;5;7;0;0;0;0;1;0;0;0;0;4;1;9;10;0;2;0;0;2;0;3;28;1;0
0;0;0;0;0;0;1;GWU_176;0;0;1;0;6;10;3;516;87;543;2;0;2;0;1;0;0;0;0;0;0;0;0;0;0;7;73;1;0;0;0;0;0;97;128;9;7;1;45;69;2;1;14;4;15;1;3;15;4;11
0;0;0;0;0;0;1;GWU_177;0;0;2;0;0;1;7;383;50;606;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;52;2;1;0;1;8;2;0;1;0;9;5;140;135;3;2;42;9;14;2;32;0;0;0
0;0;0;0;0;0;1;GWU_178;6;0;3;0;0;2;6;646;77;197;0;0;0;0;0;0;0;0;0;0;1;0;158;0;0;0;19;0;0;5;0;0;0;0;1;0;5;1;55;31;1;0;0;0;2;2;14;10;22;26